num	old_strain	sample	IPTG	time	medium
606	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_6_M1	I	6	M1
607	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_12_M1	I	12	M1
608	277DthrABCDasdDtdhDlysC pfb6.4.3 +pyc	7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_24_M1	I	24	M1
609	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_0_4p5_M1	0	4.5	M1
610	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_0_6_M1	0	6	M1
611	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_0_12_M1	0	12	M1
612	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_0_24_M1	0	24	M1
613	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_I_4p5_M1	I	4.5	M1
614	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_I_6_M1	I	6	M1
615	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_I_12_M1	I	12	M1
616	277dthrABCdasd pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_D000_I_24_M1	I	24	M1
617	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_0_4p5_M1	0	4.5	M1
618	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_0_6_M1	0	6	M1
619	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_0_12_M1	0	12	M1
620	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_0_24_M1	0	24	M1
621	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_I_4p5_M1	I	4.5	M1
622	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_I_6_M1	I	6	M1
623	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_I_12_M1	I	12	M1
624	277DthrABCDasdDlysA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysA_I_24_M1	I	24	M1
625	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_0_4p5_M1	0	4.5	M1
626	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_0_6_M1	0	6	M1
627	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_0_12_M1	0	12	M1
628	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_0_24_M1	0	24	M1
629	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_I_4p5_M1	I	4.5	M1
630	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_I_6_M1	I	6	M1
631	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_I_12_M1	I	12	M1
632	277DthrABCDasdDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DlysC_I_24_M1	I	24	M1
633	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_0_4p5_M1	0	4.5	M1
634	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_0_6_M1	0	6	M1
635	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_0_12_M1	0	12	M1
636	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_0_24_M1	0	24	M1
637	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_I_4p5_M1	I	4.5	M1
638	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_I_6_M1	I	6	M1
639	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_I_12_M1	I	12	M1
640	277DthrABCDasdDmetL pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DmetL_I_24_M1	I	24	M1
641	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_0_4p5_M1	0	4.5	M1
642	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_0_6_M1	0	6	M1
643	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_0_12_M1	0	12	M1
644	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_0_24_M1	0	24	M1
645	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_I_4p5_M1	I	4.5	M1
646	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_I_6_M1	I	6	M1
647	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_I_12_M1	I	12	M1
648	277DthrABCDasdDptsG pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DptsG_I_24_M1	I	24	M1
649	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_0_4p5_M1	0	4.5	M1
650	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_0_6_M1	0	6	M1
651	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_0_12_M1	0	12	M1
652	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_0_24_M1	0	24	M1
653	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_I_4p5_M1	I	4.5	M1
654	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_I_6_M1	I	6	M1
655	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_I_12_M1	I	12	M1
656	277DthrABCDasdDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DrhtA_I_24_M1	I	24	M1
657	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_0_4p5_M1	0	4.5	M1
658	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_0_6_M1	0	6	M1
659	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_0_12_M1	0	12	M1
660	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_0_24_M1	0	24	M1
661	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_I_4p5_M1	I	4.5	M1
662	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_I_6_M1	I	6	M1
663	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_I_12_M1	I	12	M1
664	277DthrABCDasdDtdh pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_Dtdh_I_24_M1	I	24	M1
665	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_4p5_M1	0	4.5	M1
666	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_6_M1	0	6	M1
667	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_12_M1	0	12	M1
668	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_24_M1	0	24	M1
669	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_4p5_M1	I	4.5	M1
670	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_6_M1	I	6	M1
671	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_12_M1	I	12	M1
672	277DthrABCDasdDtdhDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_24_M1	I	24	M1
673	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_4p5_M1	0	4.5	M1
674	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_6_M1	0	6	M1
675	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_12_M1	0	12	M1
676	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_24_M1	0	24	M1
677	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_4p5_M1	I	4.5	M1
678	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_6_M1	I	6	M1
679	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_12_M1	I	12	M1
680	277DthrABCDasdDtdhDlysC pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_24_M1	I	24	M1
681	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_0_4p5_M1	0	4.5	M1
682	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_0_6_M1	0	6	M1
683	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_0_12_M1	0	12	M1
684	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_0_24_M1	0	24	M1
685	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_I_4p5_M1	I	4.5	M1
686	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_I_6_M1	I	6	M1
687	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_I_12_M1	I	12	M1
688	277DthrABCDasdDdapA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DdapA_I_24_M1	I	24	M1
689	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_0_4p5_M1	0	4.5	M1
690	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_0_6_M1	0	6	M1
691	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_0_12_M1	0	12	M1
692	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_0_24_M1	0	24	M1
693	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_4p5_M1	I	4.5	M1
694	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_6_M1	I	6	M1
695	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_12_M1	I	12	M1
696	277DthrABCDasdDtdhDrhtA pfb6.4.3 +rhtA	7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_24_M1	I	24	M1
697	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_0_4p5_M1	0	4.5	M1
698	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_0_6_M1	0	6	M1
699	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_0_12_M1	0	12	M1
700	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_0_24_M1	0	24	M1
701	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_I_4p5_M1	I	4.5	M1
702	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_I_6_M1	I	6	M1
703	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_I_12_M1	I	12	M1
704	277DthrABCDasd pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_D000_I_24_M1	I	24	M1
705	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_0_4p5_M1	0	4.5	M1
706	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_0_6_M1	0	6	M1
707	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_0_12_M1	0	12	M1
708	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_0_24_M1	0	24	M1
709	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_I_4p5_M1	I	4.5	M1
710	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_I_6_M1	I	6	M1
711	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_I_12_M1	I	12	M1
712	277DthrABCDasdDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdapA_I_24_M1	I	24	M1
713	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_0_4p5_M1	0	4.5	M1
714	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_0_6_M1	0	6	M1
715	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_0_12_M1	0	12	M1
716	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_0_24_M1	0	24	M1
717	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_I_4p5_M1	I	4.5	M1
718	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_I_6_M1	I	6	M1
719	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_I_12_M1	I	12	M1
720	277DthrABCDasdDdhaM pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DdhaM_I_24_M1	I	24	M1
721	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_0_4p5_M1	0	4.5	M1
722	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_0_6_M1	0	6	M1
723	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_0_12_M1	0	12	M1
724	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_0_24_M1	0	24	M1
725	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_I_4p5_M1	I	4.5	M1
726	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_I_6_M1	I	6	M1
727	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_I_12_M1	I	12	M1
728	277DthrABCDasdDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DlysC_I_24_M1	I	24	M1
729	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_0_4p5_M1	0	4.5	M1
730	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_0_6_M1	0	6	M1
731	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_0_12_M1	0	12	M1
732	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_0_24_M1	0	24	M1
733	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_I_4p5_M1	I	4.5	M1
734	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_I_6_M1	I	6	M1
735	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_I_12_M1	I	12	M1
736	277DthrABCDasdDmetL pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DmetL_I_24_M1	I	24	M1
737	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_0_4p5_M1	0	4.5	M1
738	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_0_6_M1	0	6	M1
739	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_0_12_M1	0	12	M1
740	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_0_24_M1	0	24	M1
741	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_I_4p5_M1	I	4.5	M1
742	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_I_6_M1	I	6	M1
743	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_I_12_M1	I	12	M1
744	277DthrABCDasdDptsG pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DptsG_I_24_M1	I	24	M1
745	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_0_4p5_M1	0	4.5	M1
746	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_0_6_M1	0	6	M1
747	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_0_12_M1	0	12	M1
748	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_0_24_M1	0	24	M1
749	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_I_4p5_M1	I	4.5	M1
750	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_I_6_M1	I	6	M1
751	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_I_12_M1	I	12	M1
752	277DthrABCDasdDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DrhtA_I_24_M1	I	24	M1
753	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_0_4p5_M1	0	4.5	M1
754	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_0_6_M1	0	6	M1
755	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_0_12_M1	0	12	M1
756	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_0_24_M1	0	24	M1
757	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_I_4p5_M1	I	4.5	M1
758	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_I_6_M1	I	6	M1
759	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_I_12_M1	I	12	M1
760	277DthrABCDasdDtdh pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_Dtdh_I_24_M1	I	24	M1
761	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_4p5_M1	0	4.5	M1
762	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_6_M1	0	6	M1
763	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_12_M1	0	12	M1
764	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_24_M1	0	24	M1
765	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_4p5_M1	I	4.5	M1
766	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_6_M1	I	6	M1
767	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_12_M1	I	12	M1
768	277DthrABCDasdDtdhDdapA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_24_M1	I	24	M1
769	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_4p5_M1	0	4.5	M1
770	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_6_M1	0	6	M1
771	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_12_M1	0	12	M1
772	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_24_M1	0	24	M1
773	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_I_4p5_M1	I	4.5	M1
774	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_I_6_M1	I	6	M1
775	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_I_12_M1	I	12	M1
776	277DthrABCDasdDtdhDlysC pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDlysC_I_24_M1	I	24	M1
777	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_0_4p5_M1	0	4.5	M1
778	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_0_6_M1	0	6	M1
779	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_0_12_M1	0	12	M1
780	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_0_24_M1	0	24	M1
781	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_4p5_M1	I	4.5	M1
782	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_6_M1	I	6	M1
783	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_12_M1	I	12	M1
784	277DthrABCDasdDtdhDrhtA pfb6.4.3 +zwf	7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_24_M1	I	24	M1
785	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_0_4p5_M1	0	4.5	M1
786	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_0_6_M1	0	6	M1
787	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_0_12_M1	0	12	M1
788	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_0_24_M1	0	24	M1
789	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_I_4p5_M1	I	4.5	M1
790	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_I_6_M1	I	6	M1
791	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_I_12_M1	I	12	M1
792	277dthrABCdasd pfb6.4.2	7_D_TasdA1_P_asdD_000_D000_I_24_M1	I	24	M1
793	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_0_4p5_M1	0	4.5	M1
794	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_0_6_M1	0	6	M1
795	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_0_12_M1	0	12	M1
796	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_0_24_M1	0	24	M1
797	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_I_4p5_M1	I	4.5	M1
798	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_I_6_M1	I	6	M1
799	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_I_12_M1	I	12	M1
800	277dthrABCdasddlysA pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysA_I_24_M1	I	24	M1
801	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_0_4p5_M1	0	4.5	M1
802	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_0_6_M1	0	6	M1
803	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_0_12_M1	0	12	M1
804	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_0_24_M1	0	24	M1
