num	old_strain	sample	IPTG	time	medium
206	277DthrABCDasdDtdhDlysC pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_6_M1	I	6	M1
207	277DthrABCDasdDtdhDlysC pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_12_M1	I	12	M1
208	277DthrABCDasdDtdhDlysC pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_24_M1	I	24	M1
209	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_4p5_M1	0	4.5	M1
210	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_6_M1	0	6	M1
211	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_12_M1	0	12	M1
212	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_24_M1	0	24	M1
213	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_I_4p5_M1	I	4.5	M1
214	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_I_6_M1	I	6	M1
215	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_I_12_M1	I	12	M1
216	277DthrABCDasdDtdhDrhtA pwt2.1.1 +rhtA	7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_I_24_M1	I	24	M1
217	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_0_4p5_M1	0	4.5	M1
218	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_0_6_M1	0	6	M1
219	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_0_12_M1	0	12	M1
220	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_0_24_M1	0	24	M1
221	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_I_4p5_M1	I	4.5	M1
222	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_I_6_M1	I	6	M1
223	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_I_12_M1	I	12	M1
224	277dthrABCdasd pfb6.4.3	7_D_TasdA_P_asdD_000_D000_I_24_M1	I	24	M1
225	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_0_4p5_M1	0	4.5	M1
226	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_0_6_M1	0	6	M1
227	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_0_12_M1	0	12	M1
228	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_0_24_M1	0	24	M1
229	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_I_4p5_M1	I	4.5	M1
230	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_I_6_M1	I	6	M1
231	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_I_12_M1	I	12	M1
232	277dthrABCdasddlysA pfb6.4.3	7_D_TasdA_P_asdD_000_DlysA_I_24_M1	I	24	M1
233	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_0_4p5_M1	0	4.5	M1
234	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_0_6_M1	0	6	M1
235	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_0_12_M1	0	12	M1
236	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_0_24_M1	0	24	M1
237	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_I_4p5_M1	I	4.5	M1
238	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_I_6_M1	I	6	M1
239	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_I_12_M1	I	12	M1
240	277dthrABCdasddlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DlysC_I_24_M1	I	24	M1
241	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_0_4p5_M1	0	4.5	M1
242	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_0_6_M1	0	6	M1
243	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_0_12_M1	0	12	M1
244	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_0_24_M1	0	24	M1
245	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_I_4p5_M1	I	4.5	M1
246	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_I_6_M1	I	6	M1
247	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_I_12_M1	I	12	M1
248	277dthrABCdasddptsG pfb6.4.3	7_D_TasdA_P_asdD_000_DptsG_I_24_M1	I	24	M1
249	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_0_4p5_M1	0	4.5	M1
250	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_0_6_M1	0	6	M1
251	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_0_12_M1	0	12	M1
252	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_0_24_M1	0	24	M1
253	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_I_4p5_M1	I	4.5	M1
254	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_I_6_M1	I	6	M1
255	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_I_12_M1	I	12	M1
256	277dthrABCdasddtdh pfb6.4.3	7_D_TasdA_P_asdD_000_Dtdh_I_24_M1	I	24	M1
257	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_0_4p5_M1	0	4.5	M1
258	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_0_6_M1	0	6	M1
259	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_0_12_M1	0	12	M1
260	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_0_24_M1	0	24	M1
261	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_I_4p5_M1	I	4.5	M1
262	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_I_6_M1	I	6	M1
263	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_I_12_M1	I	12	M1
264	277dthrABCdasddtdhdlysC pfb6.4.3	7_D_TasdA_P_asdD_000_DtdhDlysC_I_24_M1	I	24	M1
265	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_0_4p5_M1	0	4.5	M1
266	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_0_6_M1	0	6	M1
267	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_0_12_M1	0	12	M1
268	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_0_24_M1	0	24	M1
269	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_I_4p5_M1	I	4.5	M1
270	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_I_6_M1	I	6	M1
271	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_I_12_M1	I	12	M1
272	277DthrABCDasd pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_D000_I_24_M1	I	24	M1
273	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_0_4p5_M1	0	4.5	M1
274	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_0_6_M1	0	6	M1
275	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_0_12_M1	0	12	M1
276	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_0_24_M1	0	24	M1
277	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_I_4p5_M1	I	4.5	M1
278	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_I_6_M1	I	6	M1
279	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_I_12_M1	I	12	M1
280	277DthrABCDasdDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdapA_I_24_M1	I	24	M1
281	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_0_4p5_M1	0	4.5	M1
282	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_0_6_M1	0	6	M1
283	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_0_12_M1	0	12	M1
284	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_0_24_M1	0	24	M1
285	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_I_4p5_M1	I	4.5	M1
286	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_I_6_M1	I	6	M1
287	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_I_12_M1	I	12	M1
288	277DthrABCDasdDdhaM pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DdhaM_I_24_M1	I	24	M1
289	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_0_4p5_M1	0	4.5	M1
290	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_0_6_M1	0	6	M1
291	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_0_12_M1	0	12	M1
292	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_0_24_M1	0	24	M1
293	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_I_4p5_M1	I	4.5	M1
294	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_I_6_M1	I	6	M1
295	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_I_12_M1	I	12	M1
296	277DthrABCDasdDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DlysC_I_24_M1	I	24	M1
297	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_0_4p5_M1	0	4.5	M1
298	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_0_6_M1	0	6	M1
299	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_0_12_M1	0	12	M1
300	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_0_24_M1	0	24	M1
301	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_I_4p5_M1	I	4.5	M1
302	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_I_6_M1	I	6	M1
303	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_I_12_M1	I	12	M1
304	277DthrABCDasdDmetL pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DmetL_I_24_M1	I	24	M1
305	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_0_4p5_M1	0	4.5	M1
306	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_0_6_M1	0	6	M1
307	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_0_12_M1	0	12	M1
308	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_0_24_M1	0	24	M1
309	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_I_4p5_M1	I	4.5	M1
310	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_I_6_M1	I	6	M1
311	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_I_12_M1	I	12	M1
312	277DthrABCDasdDptsG pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DptsG_I_24_M1	I	24	M1
313	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_0_4p5_M1	0	4.5	M1
314	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_0_6_M1	0	6	M1
315	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_0_12_M1	0	12	M1
316	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_0_24_M1	0	24	M1
317	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_I_4p5_M1	I	4.5	M1
318	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_I_6_M1	I	6	M1
319	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_I_12_M1	I	12	M1
320	277DthrABCDasdDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DrhtA_I_24_M1	I	24	M1
321	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_0_4p5_M1	0	4.5	M1
322	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_0_6_M1	0	6	M1
323	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_0_12_M1	0	12	M1
324	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_0_24_M1	0	24	M1
325	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_I_4p5_M1	I	4.5	M1
326	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_I_6_M1	I	6	M1
327	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_I_12_M1	I	12	M1
328	277DthrABCDasdDtdh pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_Dtdh_I_24_M1	I	24	M1
329	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_4p5_M1	0	4.5	M1
330	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_6_M1	0	6	M1
331	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_12_M1	0	12	M1
332	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_24_M1	0	24	M1
333	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_4p5_M1	I	4.5	M1
334	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_6_M1	I	6	M1
335	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_12_M1	I	12	M1
336	277DthrABCDasdDtdhDdapA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_24_M1	I	24	M1
337	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_4p5_M1	0	4.5	M1
338	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_6_M1	0	6	M1
339	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_12_M1	0	12	M1
340	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_24_M1	0	24	M1
341	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_4p5_M1	I	4.5	M1
342	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_6_M1	I	6	M1
343	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_12_M1	I	12	M1
344	277DthrABCDasdDtdhDlysC pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_24_M1	I	24	M1
345	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_4p5_M1	0	4.5	M1
346	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_6_M1	0	6	M1
347	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_12_M1	0	12	M1
348	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_24_M1	0	24	M1
349	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_I_4p5_M1	I	4.5	M1
350	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_I_6_M1	I	6	M1
351	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_I_12_M1	I	12	M1
352	277DthrABCDasdDtdhDrhtA pfb6.4.3 +aceBA	7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_I_24_M1	I	24	M1
353	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_0_4p5_M1	0	4.5	M1
354	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_0_6_M1	0	6	M1
355	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_0_12_M1	0	12	M1
356	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_0_24_M1	0	24	M1
357	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_I_4p5_M1	I	4.5	M1
358	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_I_6_M1	I	6	M1
359	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_I_12_M1	I	12	M1
360	277DthrABCDasd pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_D000_I_24_M1	I	24	M1
361	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_0_4p5_M1	0	4.5	M1
362	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_0_6_M1	0	6	M1
363	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_0_12_M1	0	12	M1
364	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_0_24_M1	0	24	M1
365	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_I_4p5_M1	I	4.5	M1
366	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_I_6_M1	I	6	M1
367	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_I_12_M1	I	12	M1
368	277DthrABCDasdDdapA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdapA_I_24_M1	I	24	M1
369	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_0_4p5_M1	0	4.5	M1
370	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_0_6_M1	0	6	M1
371	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_0_12_M1	0	12	M1
372	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_0_24_M1	0	24	M1
373	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_I_4p5_M1	I	4.5	M1
374	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_I_6_M1	I	6	M1
375	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_I_12_M1	I	12	M1
376	277DthrABCDasdDdhaM pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DdhaM_I_24_M1	I	24	M1
377	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_0_4p5_M1	0	4.5	M1
378	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_0_6_M1	0	6	M1
379	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_0_12_M1	0	12	M1
380	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_0_24_M1	0	24	M1
381	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_I_4p5_M1	I	4.5	M1
382	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_I_6_M1	I	6	M1
383	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_I_12_M1	I	12	M1
384	277DthrABCDasdDlysC pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DlysC_I_24_M1	I	24	M1
385	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_0_4p5_M1	0	4.5	M1
386	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_0_6_M1	0	6	M1
387	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_0_12_M1	0	12	M1
388	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_0_24_M1	0	24	M1
389	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_I_4p5_M1	I	4.5	M1
390	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_I_6_M1	I	6	M1
391	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_I_12_M1	I	12	M1
392	277DthrABCDasdDmetL pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DmetL_I_24_M1	I	24	M1
393	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_0_4p5_M1	0	4.5	M1
394	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_0_6_M1	0	6	M1
395	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_0_12_M1	0	12	M1
396	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_0_24_M1	0	24	M1
397	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_I_4p5_M1	I	4.5	M1
398	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_I_6_M1	I	6	M1
399	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_I_12_M1	I	12	M1
400	277DthrABCDasdDptsG pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DptsG_I_24_M1	I	24	M1
401	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_0_4p5_M1	0	4.5	M1
402	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_0_6_M1	0	6	M1
403	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_0_12_M1	0	12	M1
404	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_0_24_M1	0	24	M1
405	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_I_4p5_M1	I	4.5	M1
406	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_I_6_M1	I	6	M1
407	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_I_12_M1	I	12	M1
408	277DthrABCDasdDrhtA pfb6.4.3 +aspC	7_D_TasdA_P_asdD_aspC_DrhtA_I_24_M1	I	24	M1
